image_id,label
P28A3Spn.png,bali
qovgDuWs.png,jawi
hqBcTp3a.png,lontara
UZqVfOOv.png,jawa
g3JT4dEA.png,pegon
3baaEuYZ.png,jawa
JIVqdSLV.png,jawa
vJucb8db.png,sunda
HCofwuMG.png,jawa
C566ep0O.png,jawi
WeFVJU48.png,bali
z4emnKC6.png,jawi
RTuj33f0.png,lontara
W5FUdAuZ.png,sunda
tu86jf4F.png,lampung
efhK1O6d.png,sunda
F4lTayfy.png,jawa
AOARR7D1.png,jawa
HG7HTZzW.jpg,lontara
tEXmYAkO.jpg,lontara
S7tOC4MU.png,sunda
rAKwhp69.png,jawi
yXw0zdtp.png,sunda
zM93gk21.png,sunda
0qieWTAa.jpg,pegon
zJfN1IUl.png,sunda
QuGz5D8G.png,pegon
Ez9ITg09.png,lampung
Naf8DwKt.png,sunda
vVFcLQJA.png,jawa
P64Ivxum.png,jawi
zasgaCVk.jpg,pegon
YC50Y2xf.png,bali
wPvgJErT.png,jawi
WWCrZrGd.jpg,bali
80ojwRWZ.png,pegon
fN0sbRwP.png,lampung
97WdaxBp.png,jawi
ROJHaGXX.png,jawi
b3REldwn.png,jawi
14vVVl4E.png,pegon
qFKpeT4W.png,sunda
z1gWHjA6.png,sunda
nXMcwUDe.png,pegon
UiPZ7edq.png,lontara
enryLTKQ.png,jawi
YD7hntCS.png,jawi
reK9JAqs.png,lontara
kckfQOzE.png,lampung
9GPJrzaR.png,lontara
tp9qoZRs.png,jawa
59tMM4UE.png,lontara
od40HX69.png,jawi
bCIsakwd.png,lampung
18Yut8y2.jpg,sunda
Zy41dldG.png,sunda
KxJaPGN8.png,jawa
CaH8XW8B.png,sunda
E0hQXlzU.png,sunda
d0wapM8f.png,jawa
W5Zgl7D7.png,lampung
IF7uM85N.png,bali
kdPAng3j.jpg,lampung
sjULemgz.png,jawi
u3JBbYe7.png,lontara
Sq4mQMmX.webp,lampung
LvBqIqFv.png,lampung
XE8xFXcX.png,jawi
vII1fZnp.png,lampung
i95CZtB9.png,jawa
OwAQwrMA.png,jawi
dW42Xqc0.png,lampung
QhTBtVpk.png,bali
GOpyxAwP.png,jawa
HOn1Kjg3.png,lampung
ucv8CliR.png,lontara
1JcDslfr.png,jawi
E6kMcEiC.png,jawi
ICgXhk2z.png,jawi
Rw9cWoNQ.png,lontara
7ZPRW0FR.png,sunda
AQWqoAqN.png,jawi
dLaKcGAs.png,lampung
Okf3d3Wh.png,pegon
lWjk9Tvo.jpg,lampung
HiNNV5kJ.png,sunda
nSWmqFez.png,sunda
GnHo3paa.png,bali
BRUXNKdg.png,jawa
uKajDrCg.png,sunda
xNFgcLhi.png,lontara
HaUlrvvF.png,jawi
5iijQVjv.png,jawi
eKB19B9H.png,bali
GjVx3hcd.png,pegon
u68g7AwR.png,jawi
pSKsyIru.png,sunda
IpnJvcln.png,sunda
51Cixch0.png,bali
wEYWWhaw.png,jawi
hEJLNuKg.png,jawa
jz49o2DX.png,sunda
IcvwoHi5.png,jawa
0wklKaVE.png,pegon
hUK8nuQB.png,jawi
HNzqImsA.png,jawa
j35vlXtu.png,lontara
BY8lyTaX.png,sunda
cE2bXLyt.png,pegon
mdcWJNhe.png,jawa
FWY70fUU.png,jawa
vJNHumL4.png,sunda
WximjsPa.png,lampung
74o5tK1T.png,lontara
YLEyhwV4.png,jawi
iZnqgWWc.png,jawa
WhdB3FSi.png,jawa
0airNd0l.png,bali
JUcIlUlw.jpg,jawa
Qq8v0hKp.jpg,jawa
CjvgKMVf.png,jawi
i5hIEwfF.png,lampung
jfpGCWXC.png,bali
nHpvpCBB.png,sunda
xtXw0TeJ.png,lampung
CPtzWwNZ.png,jawi
bmfAMvLs.png,pegon
WNbjDQsY.png,lontara
HKpOw0E7.png,jawi
uqkPqX5q.png,jawa
9NkwViXj.png,jawi
iwC3WfNp.png,jawa
hCmQMvEz.png,bali
hgbUOPe3.png,sunda
IM4mwRgD.png,lampung
7gXMJG6J.webp,lontara
ZVhztQB0.png,sunda
9Wfypakb.png,jawi
WAymDvWY.png,pegon
0HGBgMZi.png,jawi
N0bb2f2V.png,pegon
r2g1SCRN.png,pegon
2Yex6aA9.png,lampung
t0F530i0.png,sunda
mnZkuvMo.png,sunda
278DH40s.png,bali
rxemDF9d.png,lampung
J4yyn8Uy.png,lontara
Ln2QRnMi.png,jawa
kz50SphP.png,bali
47bEsIKj.png,jawa
sncIXO2l.png,lontara
7KSDQ45c.png,lampung
m2in5eft.png,jawi
tqy9vNiv.png,lontara
GHfdMfJf.png,jawa
kuEFJR8y.png,lontara
CU4SljdE.png,lontara
37GylGd0.png,lampung
oy9AjJSq.png,lampung
DraaCBcD.png,jawa
LP4N8hta.png,pegon
rrf91bbL.png,sunda
PqGoUotM.png,lontara
cj8ZpPgo.png,bali
aWiq8IgM.png,jawa
CaFdFFxV.png,lampung
81UQojTS.png,lampung
NE1L1AGP.png,jawi
MDiV8shM.jpg,lampung
zolG0Cqm.png,sunda
wkyRylPr.png,lampung
Iyo3cC12.png,sunda
3X5nVAVF.png,bali
TMIIvH9S.png,jawi
6KSo7Gog.png,jawi
28fqC0L3.png,jawa
0KafHdnc.png,pegon
LkJkjz8X.png,lampung
eWPUNO8n.png,bali
Jb4ww86B.png,bali
WaAj0hRS.png,bali
sJ0iKoM1.png,jawi
u6OG4OU1.jpg,jawa
KyG3HZrn.png,lampung
C5R3SyGp.png,jawi
vtF71dpN.png,lampung
NPGlMIWr.png,jawi
Y0PizvCj.png,jawi
J4Ga75PM.png,lampung
nB7tdnSn.png,jawi
LjHQdn9x.png,lontara
C0lB4USX.png,sunda
KC6zdFaL.png,jawa
JBoPkgax.png,jawa
BW1aeOIN.png,jawa
ULC4a1Pn.png,bali
vfn8246d.png,jawa
YRWrng7x.png,jawi
UZCz3Tc9.png,jawi
etjBsDqV.png,lampung
JbnV2aI4.png,pegon
HnelVBgL.png,jawi
wPfngsjL.png,jawi
os7xl0Fv.png,jawi
0YnIb1mk.png,lampung
F53YDFQs.png,lontara
HT5rmqMe.png,sunda
EYAoWksO.png,bali
IyEAH5U6.png,pegon
jwXtZIPo.png,lampung
GAOgnfKS.png,pegon
85lb3nur.png,jawi
Nj8BpDDz.png,sunda
lJJD74rc.png,jawi
ZSYJH5VG.png,jawi
02An4T7T.png,sunda
6lzzj1My.png,jawi
PbvtXzAF.png,lontara
qKrhfGzf.png,jawi
Wb5NrKcT.png,pegon
kroxfm4S.png,lampung
vjr5eano.png,lontara
QE7E32zM.png,lontara
3pAe9lMF.png,lontara
4kq9j1Pf.png,bali
quqqBFaT.png,pegon
U1WtLnQL.png,lontara
EvefOGy3.png,jawi
X4wgUCC9.png,jawa
vdLe81Di.png,jawi
PC0AuloZ.png,jawi
VvkahcJH.png,lampung
FOTvlbGm.png,bali
gjbw7Txw.png,lampung
KMr4VEKF.png,lampung
FSrLvwHc.png,lontara
kVhRKlm2.png,lontara
YvWTkXxw.png,pegon
5RFPyYko.png,jawa
I3dQluWZ.png,jawa
ck3xe1MM.png,pegon
HgaBLlL0.png,bali
mgAx8AiT.png,lampung
Ii5jq5tb.png,sunda
SZoM5n9t.png,lontara
ucR5bz2j.png,sunda
pReQqu8e.png,lampung
8rtQdXCn.png,bali
Enpc8p6E.jpg,lampung
JEm2YNFD.jpg,jawa
syfMB5i1.png,lampung
CF3vUWBh.png,jawa
oIBpwfyT.png,pegon
Rq6ARtYz.png,lontara
lFWhw6zZ.png,lontara
eErPkRSe.png,lampung
aRBdtt5d.png,lampung
vV9jBUYX.png,sunda
eC8CLh5p.png,lontara
yH2Pop2c.jpg,jawi
wE8el0Ro.jpg,pegon
DZTo0L77.png,lampung
VFfAUsan.png,lampung
6NC0vexR.png,jawi
xaCuetVe.png,lontara
dT68gWIu.png,jawi
O1vH5YwI.png,jawa
vvKbeERx.png,jawi
TqM6sElv.png,jawi
n4tugGUl.png,jawi
g5zApoDB.png,lontara
MOjCWfLE.png,bali
nXqKCOKa.png,bali
9qkJVgk3.png,jawi
sFlWNNdA.png,lampung
Q9QSTUAS.png,sunda
mKIZSzSN.png,sunda
0RY4v3Mr.png,lontara
x7pzCUYv.png,pegon
kvcemRRT.png,lampung
nYKoXEgH.png,lampung
e0UVxPvs.png,sunda
HUS3Q1se.png,sunda
ej2161Uz.png,jawi
xRVYH2Wt.png,lampung
RSGUES1l.png,sunda
adQMTd4d.png,jawi
0ZesCcre.png,lontara
5ysc4FpU.png,jawi
3z3S2VTt.png,sunda
f72rqGSS.png,pegon
Ixmmsjw5.png,sunda
ffhLfjKO.png,pegon
Se1AkYtw.png,lontara
u6O8GoiS.png,sunda
qPNhM6FV.png,jawa
f915SexE.png,sunda
OQAQhy3X.png,bali
WC3LEzxB.png,jawi
aoPT6i3l.png,jawa
Z4QcGBcg.png,lontara
Ta0x7Eph.png,bali
s4uPNwXr.png,lontara
NYJMq1wS.png,jawa
d9Khp4Mf.png,lontara
qzbZzHEh.png,lampung
GLuRIHuH.png,jawa
N2eWXmHy.png,jawa
9D9NLBaF.jpg,sunda
FxsyuSxE.png,jawa
65SxWsqy.png,jawi
QG8yrGd8.png,lampung
vQjPlfLj.png,jawa
pXrWfipo.png,jawa
bKCmBert.png,lampung
xRERpbmu.png,lontara
0zS7Oqk2.png,sunda
iI6in3eP.png,bali
ZsxnQeUw.png,lontara
5jKjFSrz.png,jawi
Pme1oSin.png,lampung
bvZgcoNn.png,jawi
KqoNgEEr.png,sunda
2gBPYKUy.png,lampung
6JPcEjrb.png,sunda
SEvq1hMB.png,bali
A1YI6YAE.png,lampung
8VHrTv1N.png,jawi
Zc20rlVi.png,jawi
AJ7e3EE8.png,jawi
zGQ2vh1g.png,bali
LbdIIDPH.png,bali
aRd3KGa1.png,jawa
j0jdzWTT.jpg,lampung
jUXNviVX.png,jawi
3s2swDnP.png,jawa
TF7oMvRR.png,lontara
Tl7C65lw.png,jawa
7gClVyOS.png,sunda
6HyOkO6K.png,sunda
r6Y1zvkz.png,bali
XvltVda2.png,jawa
RP3Nu0cU.png,jawa
8U4Q12tu.png,lampung
RsXRpf3C.png,sunda
