image_id,label
SxrIaKaJ.png,pegon
XiR75p4l.png,jawi
gpadO4eH.png,jawa
IlL62jcp.png,lampung
7bEtcJPy.png,bali
zyxCuI7G.png,lampung
73aL1wGC.png,sunda
njrveC8J.png,sunda
ZTYUCABk.png,pegon
B0Duulnc.png,jawa
GwNhxVOc.png,jawa
Dogl3mic.png,lampung
LQBCi9os.png,jawi
bEJQ1vj1.png,jawa
zWNJN8BZ.png,sunda
7qXUDvRu.png,pegon
0niSeWQG.png,jawa
Bv36DzSJ.png,sunda
Pt87iRur.png,lontara
2jUUlbAF.png,jawa
x6dPrUoK.png,sunda
GShkyfIf.png,lampung
K76t73M1.png,jawi
5g7dkMFx.png,bali
c8MHEGEv.png,lampung
y4gs4UZ5.png,lampung
qj68JNG7.png,sunda
5JyYVH9C.png,lontara
gaQknjRR.png,lampung
YG6mY32I.png,pegon
d33bEEyb.png,lontara
YSPUPyxu.png,lontara
JXbPYBgS.png,jawa
Te34cUKB.png,lampung
LgnxrKxM.png,jawi
YwwlmsRm.png,lampung
gGGmjyOB.png,lontara
5xAtC0hx.png,jawa
4SJp0T35.png,jawa
E9oR7qpJ.png,jawi
3NtrDb4P.png,lampung
xakFyYvc.png,lampung
bnUv4te9.png,jawa
VkgRO7Nc.png,bali
kp0AJeXF.png,pegon
DXfvXCFf.png,bali
vJw1Bk6z.png,sunda
edDms7eQ.png,jawa
iVGrPm07.png,sunda
nxLqyARW.png,bali
F5cfJph7.png,jawi
pZuH1skD.png,pegon
Cgm7SMtt.png,jawa
YKYBiiRR.png,pegon
EDYBqgFS.png,jawa
sFQaU09D.png,jawi
1G6OvvEA.png,jawi
oXoum2iu.png,pegon
Ktw3nK3E.png,jawa
gzDH2vzH.png,jawa
TfawUQgB.png,jawi
61T38aM1.png,jawi
QC0Juvo8.png,lontara
KBj8Ia86.png,lampung
iOeFPAaw.png,jawa
LPhcTws7.png,jawi
TlE7Oxcz.png,lampung
FftkHw5y.png,bali
osf2Mk0K.png,sunda
GdCzS3Xb.png,lampung
N0kQdiGM.png,sunda
HDd0asDS.png,pegon
DiSSswzG.png,lampung
EnUYrMAf.png,jawa
yCLeeeXi.png,lontara
INmr5mlx.png,lampung
8AWCnrwa.png,bali
RLhRSMeM.png,lampung
eE4nS09i.png,pegon
5WE6mxHG.png,lontara
L87IVQo4.png,pegon
U1wjyN6y.png,lontara
0kwvlpcB.png,lampung
8xxhJ6Bb.png,pegon
8cciWNje.png,lampung
aWWTw2IR.png,sunda
1cWpD1aB.png,bali
S09TwP8c.png,jawi
KkRvOky1.png,pegon
wekTNCpg.png,pegon
tsP71GTP.png,sunda
W1qhORHJ.png,jawi
J6jjni5b.png,lontara
ITsTKOTj.png,jawa
KN4s05tz.png,pegon
6tit6KOv.png,lampung
DEBi3a48.png,sunda
gbUSSBpy.png,pegon
HprvBbT3.png,lampung
SZ9LQmqY.png,pegon
WH6Y1uB1.png,sunda
7HtLdgFd.png,jawi
59cAfNnA.png,jawi
5WQwwlMO.png,pegon
CIoNmM7x.png,lampung
BlcAafpz.png,sunda
riJDxPPG.png,lampung
4YUB17q1.png,jawa
7o7qZ7OC.png,bali
PbY9aaYp.png,lampung
J6iWmO5R.png,pegon
Oc72U6LQ.png,sunda
lJkj3cWg.png,bali
Yi4RimP2.png,pegon
Hlt8sodC.png,lampung
s6wIepRp.png,jawi
tsaSxb3J.png,lampung
xAdVGp9T.png,jawa
gBVaO0hj.png,sunda
bSpPzLTC.png,pegon
2nKDXWhA.png,jawi
W2b5suqM.png,lampung
JXYASCj0.png,lampung
FbBVItl4.png,bali
fMmXzde8.png,lampung
od1Ktiiz.png,lampung
L1tEO03V.png,pegon
gZtwPFlK.png,pegon
kIMUDa5Y.png,sunda
dmoAMEXd.png,jawi
RKhiIoay.png,sunda
QhW3ixlM.png,pegon
wCgWMyz9.png,jawi
cXMWJr78.png,pegon
hKXz7ACw.png,jawi
2xw7Dhvb.png,lampung
FmfD2nwE.png,pegon
C7yrIZIh.png,lontara
PXLGGjDk.png,bali
R256ODah.png,jawi
NnmJrryK.png,jawa
F8SiVy51.png,lampung
xPC4DkMv.png,jawa
LFace5XX.png,jawa
Xh9gVIKd.png,jawa
fsbBJFWU.png,jawi
eS4tgJHt.png,sunda
dBZHS1PD.png,jawi
Ayyo73ui.png,sunda
5VsxHtj2.png,lampung
SrKukQkj.png,lontara
HbhzJmoO.png,lampung
RUmEfifv.png,jawi
BlCySNfN.png,pegon
iwHFNQF4.png,jawi
LZeMaSnU.png,pegon
ZrYfhSQR.png,lontara
ljhasZYE.png,bali
d678THNC.png,sunda
zecDG1Iz.png,lampung
6Fw5IF86.png,pegon
cbI9LiaF.png,jawa
BhBiB6IV.png,jawi
O3mHCAAz.png,sunda
rQwE3JYn.png,jawi
AjUQb0b3.png,pegon
hdsN1XOa.png,pegon
NMrdlQo7.png,pegon
XymH4HZu.png,pegon
4J4iodWN.png,jawi
guJlx9AU.png,jawi
DyUxWy59.png,jawi
Pasu0aPJ.png,pegon
5OgZwMOW.png,pegon
RkaK8C72.png,lampung
gyUnR6N5.png,lampung
rdGdUrCp.png,jawi
MNVOGqS2.png,bali
xYHPlblG.png,bali
tNuYehVt.png,jawi
8ccd1F1S.png,jawi
9gk1wWnW.png,jawa
Be9e06FH.png,pegon
