image_id,label
vnAAIaMY.png,lontara
GN9EVkMm.png,bali
aNwNduC1.png,pegon
GODf94LL.png,lampung
yD1v8sp8.png,jawa
YtvX1nfe.png,sunda
389yJzRv.png,pegon
kBytyzL4.png,pegon
57bs7slq.png,jawa
Dogl3mic.png,lampung
OlvWlsFC.png,lampung
gPy5quyo.png,lampung
uwzw6Qa0.png,jawa
A1xEUOb2.png,sunda
zo0tZzQu.png,lampung
CsLAwcZm.png,lampung
cyKqY88y.png,sunda
2TQSRKo9.png,sunda
Qpp3eLf2.png,sunda
ReNWx1u6.png,lontara
phTxXfMu.png,pegon
Z9eJh1UX.png,lontara
gTFhouBR.png,pegon
CljvbC1u.png,jawa
3uK7UIKJ.png,pegon
DNDkwc53.png,pegon
BHEgkL1B.png,pegon
oXi09LgR.png,lontara
iNZ4BuiK.png,bali
jd34AdtB.png,sunda
5vXVgSn9.png,sunda
61YSLBs3.png,lampung
6VL89qh2.png,bali
YwwlmsRm.png,lampung
jqkobH59.png,bali
IV7avkWF.png,lontara
PxRwLyI5.png,lampung
U3hovf4B.png,jawa
YcUJIE7M.png,jawa
xmtCamMt.png,jawa
NElrFQPm.png,jawa
8Ae2NuCW.png,lampung
sh6HcrYm.png,jawi
6FzYUgTa.png,jawi
QC0Juvo8.png,lontara
RXauvx92.png,bali
EQDuGgFw.png,pegon
swRugzq1.png,jawi
AvdYMFzi.png,jawi
2GLrGUOl.png,bali
89JbH54L.png,jawa
kNRJJJui.png,bali
flpOGZgZ.png,lampung
H4E5lG8W.png,sunda
MzVaN9Ia.png,lampung
qexV42Ip.png,sunda
bt2pgdc4.png,jawi
6BcnwQq4.png,pegon
rsN8Faxv.png,bali
Sygn4f0M.png,lampung
VZJcgBEk.png,jawi
x8P27FGa.png,sunda
4uCu925w.png,jawa
slmpFx0e.png,lampung
L87IVQo4.png,pegon
tsP71GTP.png,sunda
MISL9rCO.png,sunda
XoYuLYvK.png,lampung
cyfjAgi1.png,jawi
cqPamdpJ.png,lampung
lfPNLQD3.png,lampung
5hTsTHd1.png,lampung
FWiGV8bG.png,jawa
p5aGyCTw.png,jawa
N0kM47rL.png,sunda
Amhn5jW9.png,jawa
oZnMOKxR.png,pegon
jxGBmLgw.png,lampung
ZJ0kth28.png,lontara
mFThGYzz.png,jawi
gpQHae15.png,pegon
ZolPE3sp.png,bali
4dxUZzmz.png,jawi
tkGcohDy.png,lontara
0ztmF3S4.png,lontara
GXCLtwWS.png,lampung
vCmHQ6AS.png,jawa
IU0LRuVy.png,lontara
yRK4d05e.png,lontara
bpM1L0YU.png,sunda
dCxENrPF.png,jawi
vJw1Bk6z.png,sunda
XcPA0JB6.png,lontara
91t7JrTl.png,lampung
LuOtAefB.png,sunda
QJG2flSb.png,lampung
fnAmSRRC.png,jawi
bb8YrHfu.png,lontara
KvdPAGUZ.png,pegon
EaMmifFR.png,lampung
1e4RYrc3.png,lampung
pZ0mEYic.png,pegon
GwNhxVOc.png,jawa
nEcREKC9.png,bali
iSOANV1u.png,pegon
OwgnjOkG.png,sunda
oOPsiuNX.png,jawi
VMm4ACdA.png,jawi
YsLTE8aY.png,pegon
yntdVI9l.png,pegon
u19VMm0p.png,bali
vIQ8bUn3.png,lampung
Ahq4IHnE.png,pegon
wDh3e5Ko.png,sunda
0NFuwwa9.png,lontara
5XPg06x8.png,jawi
CzEp0rGn.png,jawi
8kHe3MCX.png,jawi
KBym4WmJ.png,lontara
3OEGXVWl.png,lampung
5kkyLLXz.png,lampung
G5iDNLkt.png,lampung
L6JLMT8t.png,pegon
OhnOPMDS.png,sunda
wCgWMyz9.png,jawi
NsTtI4KT.png,bali
Sl5AzO37.png,jawi
YnYkIbYH.png,jawi
p4HaeNMn.png,jawi
JHYA3rd3.png,lampung
IpgN4Fqw.png,sunda
wmXVo7BX.png,pegon
WMZewgRU.png,lampung
RqgSds15.png,sunda
jzfrZCcV.png,sunda
8ZN55QSx.png,pegon
d1oNQ8wo.png,pegon
ytw8F8ej.png,lampung
kLTB7s8J.png,sunda
G8k9bjca.png,lampung
xlh7YOG0.png,lampung
MRisSbT8.png,sunda
TZxJlDL1.png,bali
C4DWB474.png,jawi
xdWsB2ue.png,bali
fWFbMXZk.png,sunda
SujUTC7Q.png,sunda
sBKrWgzj.png,pegon
L9sm0IQZ.png,jawi
79w8f3CP.png,bali
Db6ZeyKp.png,bali
FUHlZ1io.png,pegon
EDYBqgFS.png,jawa
LleCoaPm.png,jawa
9TIwmyrv.png,pegon
pa0t0Im3.png,jawa
TZbJEc5Q.png,lampung
ikxVtKWj.png,jawi
l1bjJOgG.png,jawi
O2cSxVZN.png,lontara
1kXUAIq7.png,bali
DyApKdo9.png,sunda
vbZk0od1.png,sunda
Gz4I4XjD.png,pegon
Gt1Y9LUn.png,jawa
tkikNRDq.png,sunda
Z6jXysAp.png,pegon
J7xmz6DY.png,bali
PRCBxPDf.png,sunda
O75nnVBd.png,pegon
R7hXN0Is.png,jawa
chTzKXG3.png,jawa
9SmEWFni.png,jawa
XYO0lkbh.png,jawa
8H7Rwqvn.png,jawi
2hPccPXH.png,pegon
lkSQmQpI.png,lontara
rEFgR1nv.png,lampung
BZ0Y81JW.png,sunda
BLu4jSOQ.png,sunda
hKTKSUtm.png,sunda
p5Ftkc5E.png,jawa
BB9jaiNE.png,bali
fqNBDqhL.png,lampung
HkRqR2nq.png,bali
x0aby3Y8.png,pegon
kl3fdfJ5.png,jawi
UYiZIneq.png,jawi
n0KcZf9q.png,sunda
p4bw58hY.png,lontara
ZE7smt2Y.png,lampung
I7gROcLG.png,pegon
ls7BTYjS.png,lampung
h5HwWQrY.png,lontara
Nkt5Obtl.png,jawa
FqYdu6Ru.png,sunda
IsKLbvZE.png,jawi
OMTWoDVs.png,jawi
Ft7AWWYE.png,pegon
NHHL4lFQ.png,pegon
69KpwbyP.png,jawi
Ho5VxbCR.png,pegon
O8c4bZUP.png,sunda
4BRYud4M.png,jawa
dNJ9Mk7E.png,sunda
NeqSF8C9.png,lontara
cGRm8z3q.png,jawi
f63bm799.png,lampung
ZUeiocJQ.png,lampung
bbMe8dtg.png,sunda
eznzZQLq.png,jawi
kgvq42pp.png,sunda
xHK5Elf7.png,sunda
rguL8jUU.png,sunda
2olu5B8A.png,jawa
RdA2oMDc.png,sunda
gmqFb9jf.png,jawa
UfM3Zs6C.png,jawa
Y7LMeGDr.png,jawa
aDKtZS9i.png,sunda
tVkDiGZP.png,bali
kpc37MAc.png,lontara
qS1bQgrh.png,jawi
5hcvTggc.png,jawi
fWapgWWa.png,jawa
MypcSoUx.png,pegon
eft7xgwP.png,lampung
OOjmLM29.png,sunda
Ob0bY4kP.png,sunda
83GACi6i.png,lontara
v85qNYfx.png,lampung
gW1e4HMQ.png,sunda
MfQC2Kr3.png,jawi
OI3z5acC.png,lontara
RZkMZLlR.png,sunda
frP1Ukwx.png,jawa
XCJLzxWW.png,jawi
qmdP01So.png,sunda
XkxUmASi.png,bali
ZEwdMU04.png,jawi
4FPKdKNU.png,pegon
uOcM5HZ4.png,sunda
dH6D1EwP.png,jawa
AKyG3j6t.png,jawa
KfZGBti5.png,lampung
e4dw94Kd.png,lontara
pOad5fxD.png,jawi
Be9e06FH.png,pegon
CpF1ZOE0.png,jawa
FYOrxmwm.png,jawi
W9gSuSR3.png,jawi
qEn2KS9r.png,lampung
CQgcZsMs.png,jawi
Egu4zbrX.png,jawi
w5LwzzPC.png,pegon
xX4k0Iwm.png,bali
vO0RLeFy.png,lampung
C04yfeDH.png,jawa
zw2WTz4G.png,pegon
mxd41lB0.png,lontara
j1jL21k2.png,pegon
9B7SAYzU.png,jawi
g4bH8mfO.png,jawa
